position,special_char,upper_case,numeral,aggregate,length,significance,freq_score,proper_noun,noun,verb,named_entity
0.7,0,0,0,0.25,0.09228187919463088,586.14,49,0.0,1.0,0.0,0.0
0.69,0,0,1,0.07,0.026845637583892617,401.21,14,0.0,15.0,3.0,3.0
0.69,0,2,1,0.23,0.016778523489932886,741.94,10,0.0,14.0,5.0,4.0
0.69,6,0,1,0.26,0.18456375838926176,676.96,101,0.0,15.0,2.0,6.0
0.69,2,1,0,0.17,0.025167785234899327,574.4,15,0.0,21.0,7.0,2.0
0.68,0,0,0,0.25,0.003355704697986577,477.99,2,0.0,3.0,0.0,0.0
0.68,2,3,3,0.1,0.29194630872483224,475.26,146,2.0,18.0,5.0,7.0
0.68,2,0,0,0.22,0.04194630872483222,708.77,23,0.0,10.0,4.0,1.0
0.68,0,3,0,0.22,0.003355704697986577,32.0,0,1.0,11.0,4.0,1.0
0.68,0,2,1,0.21,0.04697986577181208,648.77,27,1.0,11.0,3.0,2.0
0.67,0,0,1,0.22,0.02181208053691275,420.73,11,0.0,10.0,6.0,1.0
0.67,4,1,1,0.27,0.05201342281879195,588.09,31,0.0,16.0,4.0,3.0
0.67,0,0,0,0.21,0.010067114093959731,987.28,6,0.0,2.0,1.0,0.0
0.67,2,5,9,0.23,0.010067114093959731,398.13,6,0.0,38.0,12.0,10.0
0.66,0,2,2,0.28,0.03859060402684564,448.03,14,1.0,10.0,4.0,2.0
0.66,3,4,3,0.22,0.018456375838926176,985.08,11,3.0,25.0,5.0,3.0
0.66,0,2,1,0.23,0.04194630872483222,764.41,25,0.0,10.0,4.0,1.0
0.66,1,4,3,0.22,0.03859060402684564,625.79,23,4.0,28.0,4.0,6.0
0.65,0,0,0,0.2,0.013422818791946308,410.72,8,0.0,2.0,2.0,0.0
0.65,5,4,0,0.2,0.06711409395973154,761.81,40,3.0,23.0,7.0,0.0
0.65,0,0,0,0.2,0.0050335570469798654,941.44,3,0.0,1.0,1.0,0.0
0.65,7,6,3,0.2,0.07214765100671142,638.08,42,6.0,63.0,33.0,8.0
0.65,0,0,0,0.23,0.09395973154362416,526.3,54,1.0,9.0,2.0,1.0
0.64,1,1,0,0.21,0.03355704697986577,604.29,20,2.0,11.0,5.0,1.0
0.64,0,0,0,0.3,0.03859060402684564,245.01,15,0.0,10.0,4.0,0.0
0.64,2,1,0,0.28,0.09228187919463088,574.54,53,2.0,7.0,0.0,0.0
0.64,1,0,0,0.23,0.05201342281879195,419.74,26,0.0,22.0,7.0,0.0
0.63,1,3,1,0.24,0.08389261744966443,287.21,32,0.0,11.0,5.0,2.0
0.63,2,4,0,0.21,0.06711409395973154,490.36,31,2.0,10.0,8.0,2.0
0.63,0,3,1,0.21,0.10570469798657718,465.6,55,0.0,6.0,5.0,1.0
0.63,4,7,0,0.23,0.0738255033557047,605.87,42,8.0,35.0,8.0,8.0
0.62,2,2,0,0.2,0.03691275167785235,696.12,21,0.0,10.0,2.0,1.0
0.62,0,1,0,0.15,0.0436241610738255,696.17,26,0.0,6.0,3.0,0.0
0.62,9,9,0,0.18,0.11241610738255034,692.5,65,4.0,64.0,17.0,7.0
0.62,0,2,0,0.26,0.03691275167785235,811.19,22,0.0,8.0,5.0,0.0
0.61,0,3,0,0.27,0.040268456375838924,813.8,21,0.0,4.0,0.0,0.0
0.61,1,13,0,0.19,0.015100671140939598,396.1,9,9.0,95.0,35.0,7.0
0.61,0,0,0,0.25,0.03355704697986577,495.29,15,0.0,12.0,6.0,0.0
0.61,0,0,0,0.31,0.026845637583892617,740.02,16,1.0,2.0,0.0,0.0
0.61,2,1,0,0.18,0.06543624161073826,739.77,37,0.0,17.0,6.0,0.0
0.6,0,0,0,0.27,0.010067114093959731,821.37,6,0.0,9.0,3.0,0.0
0.6,5,2,0,0.16,0.08389261744966443,641.46,48,0.0,20.0,7.0,2.0
0.6,1,0,0,0.26,0.04697986577181208,659.92,23,0.0,4.0,1.0,0.0
0.6,0,0,0,0.17,0.018456375838926176,753.88,9,0.0,3.0,1.0,0.0
0.59,4,3,0,0.24,0.14597315436241612,807.35,85,9.0,16.0,5.0,4.0
0.59,0,2,0,0.26,0.03523489932885906,754.6,17,7.0,8.0,1.0,0.0
0.59,0,8,4,0.25,0.087248322147651,814.3,49,1.0,24.0,4.0,4.0
0.59,0,4,7,0.26,0.02181208053691275,751.59,12,0.0,14.0,5.0,8.0
0.58,0,0,0,0.23,0.016778523489932886,444.52,9,0.0,4.0,3.0,0.0
0.58,2,6,7,0.26,0.015100671140939598,487.04,8,6.0,23.0,6.0,9.0
0.58,0,0,0,0.2,0.031879194630872486,504.19,18,0.0,1.0,1.0,0.0
0.58,4,10,7,0.2,0.053691275167785234,683.13,31,1.0,32.0,5.0,10.0
0.58,5,7,6,0.24,0.053691275167785234,586.36,31,0.0,32.0,11.0,7.0
0.57,0,4,3,0.3,0.03691275167785235,731.14,20,1.0,13.0,5.0,4.0
0.57,2,2,0,0.24,0.018456375838926176,569.22,11,8.0,17.0,5.0,8.0
0.57,7,5,2,0.22,0.031879194630872486,665.9,15,5.0,36.0,10.0,6.0
0.57,0,4,3,0.18,0.04530201342281879,721.83,25,6.0,21.0,5.0,7.0
0.56,4,7,3,0.15,0.03355704697986577,582.41,20,23.0,42.0,4.0,19.0
0.56,2,3,1,0.22,0.025167785234899327,482.24,12,5.0,28.0,7.0,6.0
0.56,3,3,1,0.21,0.0587248322147651,479.98,30,0.0,38.0,10.0,3.0
0.56,2,5,6,0.2,0.12080536912751678,476.76,58,0.0,27.0,5.0,10.0
0.55,0,3,3,0.19,0.12919463087248323,476.8,62,0.0,16.0,4.0,4.0
0.55,0,0,1,0.21,0.08389261744966443,372.91,40,5.0,17.0,4.0,6.0
0.55,3,1,0,0.25,0.013422818791946308,528.34,8,0.0,41.0,10.0,0.0
0.55,2,2,9,0.3,0.015100671140939598,447.52,9,0.0,14.0,4.0,11.0
0.55,2,0,0,0.27,0.02348993288590604,402.29,12,1.0,13.0,3.0,2.0
0.54,3,0,0,0.31,0.010067114093959731,812.03,6,0.0,3.0,2.0,0.0
0.54,0,1,0,0.24,0.03355704697986577,778.71,20,1.0,10.0,5.0,0.0
0.54,0,0,0,0.28,0.0050335570469798654,941.44,3,0.0,12.0,2.0,1.0
0.54,0,1,3,0.3,0.020134228187919462,874.31,12,0.0,25.0,9.0,3.0
0.53,1,1,0,0.31,0.06208053691275168,867.08,36,0.0,5.0,2.0,0.0
0.53,6,4,1,0.24,0.03355704697986577,565.32,20,2.0,32.0,12.0,2.0
0.53,4,1,0,0.29,0.016778523489932886,1022.6,10,0.0,14.0,6.0,1.0
0.53,0,0,0,0.23,0.03523489932885906,631.01,20,0.0,8.0,2.0,2.0
0.52,4,8,6,0.19,0.053691275167785234,521.82,29,0.0,53.0,11.0,10.0
0.52,1,1,0,0.32,0.0050335570469798654,941.44,3,0.0,13.0,2.0,0.0
0.52,0,5,1,0.21,0.030201342281879196,641.51,18,6.0,33.0,9.0,4.0
0.52,0,3,0,0.3,0.07214765100671142,559.77,40,0.0,9.0,2.0,1.0
0.52,0,3,4,0.22,0.053691275167785234,670.94,30,0.0,9.0,2.0,5.0
0.51,0,1,0,0.2,0.026845637583892617,537.83,16,1.0,7.0,3.0,1.0
0.51,2,4,0,0.27,0.0050335570469798654,941.44,3,1.0,14.0,3.0,1.0
0.51,2,5,1,0.28,0.21644295302013422,487.42,119,1.0,20.0,5.0,1.0
0.51,0,3,1,0.28,0.06375838926174497,425.0,36,0.0,20.0,8.0,1.0
0.5,0,2,0,0.3,0.02348993288590604,629.06,13,2.0,11.0,8.0,0.0
0.5,0,6,0,0.28,0.03523489932885906,564.06,20,0.0,11.0,1.0,0.0
0.5,2,0,0,0.27,0.07550335570469799,645.44,44,1.0,10.0,5.0,2.0
0.5,0,4,0,0.27,0.02181208053691275,720.04,13,2.0,16.0,8.0,0.0
0.49,2,4,0,0.32,0.04530201342281879,519.68,23,0.0,13.0,2.0,0.0
0.49,0,1,0,0.27,0.01174496644295302,923.16,7,0.0,9.0,5.0,0.0
0.49,2,0,1,0.28,0.030201342281879196,526.5,17,0.0,22.0,10.0,1.0
0.49,18,8,5,0.31,0.031879194630872486,379.1,17,1.0,45.0,12.0,10.0
0.48,28,16,18,0.31,0.028523489932885907,316.35,16,16.0,65.0,21.0,26.0
0.48,32,6,19,0.29,0.06375838926174497,542.16,34,7.0,52.0,10.0,24.0
0.48,0,0,0,0.21,0.0436241610738255,689.51,25,0.0,4.0,3.0,0.0
0.48,0,0,0,0.23,0.0050335570469798654,941.44,3,1.0,4.0,4.0,0.0
0.48,0,0,0,0.21,0.07214765100671142,512.79,41,0.0,9.0,3.0,0.0
0.47,0,0,0,0.24,0.016778523489932886,257.19,7,2.0,4.0,3.0,0.0
0.47,0,3,1,0.29,0.05201342281879195,605.11,30,3.0,15.0,4.0,1.0
0.47,0,0,0,0.25,0.003355704697986577,769.42,2,0.0,1.0,1.0,0.0
0.47,0,4,2,0.2,0.0016778523489932886,1285.48,1,0.0,9.0,3.0,2.0
0.46,2,3,2,0.26,0.026845637583892617,544.64,15,1.0,23.0,11.0,2.0
0.46,3,2,3,0.29,0.09228187919463088,615.76,53,0.0,14.0,6.0,3.0
0.46,0,1,1,0.3,0.05536912751677853,870.63,32,1.0,6.0,4.0,1.0
0.46,1,2,0,0.22,0.07214765100671142,770.35,41,1.0,10.0,7.0,0.0
0.45,3,1,0,0.3,0.0587248322147651,701.49,33,4.0,17.0,4.0,7.0
0.45,0,0,0,0.15,0.026845637583892617,793.89,16,0.0,1.0,1.0,0.0
0.45,2,2,0,0.2,0.053691275167785234,717.61,30,0.0,12.0,2.0,0.0
0.45,4,5,0,0.21,0.05201342281879195,407.58,28,1.0,29.0,7.0,0.0
0.45,2,3,0,0.22,0.04194630872483222,293.81,18,1.0,17.0,12.0,1.0
0.44,2,2,1,0.25,0.03691275167785235,433.91,19,1.0,11.0,5.0,2.0
0.44,0,0,0,0.21,0.04865771812080537,775.4,29,0.0,1.0,1.0,0.0
0.44,9,13,7,0.2,0.0587248322147651,614.04,32,2.0,89.0,25.0,9.0
0.44,0,7,0,0.26,0.03355704697986577,846.11,20,0.0,23.0,8.0,1.0
0.43,0,0,0,0.31,0.04865771812080537,611.79,28,1.0,7.0,3.0,0.0
0.43,0,1,0,0.26,0.053691275167785234,531.94,32,0.0,1.0,0.0,0.0
0.43,0,4,0,0.12,0.026845637583892617,519.29,16,0.0,13.0,6.0,0.0
0.43,0,4,4,0.28,0.04530201342281879,379.71,24,2.0,28.0,7.0,7.0
0.42,0,2,0,0.25,0.040268456375838924,475.37,22,1.0,6.0,5.0,1.0
0.42,0,1,1,0.28,0.026845637583892617,308.06,14,0.0,15.0,5.0,1.0
0.42,1,0,0,0.2,0.02181208053691275,207.42,10,0.0,5.0,0.0,1.0
0.42,1,2,0,0.18,0.020134228187919462,707.89,11,1.0,11.0,4.0,2.0
0.42,0,2,0,0.17,0.025167785234899327,227.48,12,1.0,11.0,6.0,0.0
0.41,0,1,0,0.26,0.04530201342281879,325.51,26,1.0,9.0,6.0,0.0
0.41,5,3,1,0.24,0.028523489932885907,349.82,13,1.0,26.0,8.0,1.0
0.41,0,4,2,0.23,0.025167785234899327,302.2,8,1.0,20.0,6.0,2.0
0.41,0,0,0,0.19,0.0436241610738255,643.09,26,0.0,1.0,1.0,0.0
0.4,7,5,0,0.2,0.03691275167785235,429.81,20,0.0,24.0,10.0,3.0
0.4,0,0,1,0.23,0.010067114093959731,653.47,6,5.0,7.0,1.0,6.0
0.4,1,2,2,0.25,0.050335570469798654,899.58,29,0.0,21.0,6.0,3.0
0.4,0,0,0,0.22,0.02348993288590604,597.07,13,0.0,0.0,1.0,0.0
0.39,0,0,0,0.19,0.015100671140939598,330.85,8,0.0,1.0,0.0,0.0
0.39,0,1,0,0.22,0.010067114093959731,387.44,5,0.0,13.0,4.0,0.0
0.39,4,3,2,0.18,0.030201342281879196,988.86,18,7.0,35.0,8.0,5.0
0.39,4,1,0,0.27,0.025167785234899327,766.85,15,1.0,18.0,7.0,4.0
0.39,4,5,0,0.22,0.04194630872483222,775.87,22,3.0,30.0,4.0,3.0
0.38,2,5,0,0.26,0.06711409395973154,689.5,38,3.0,24.0,6.0,4.0
0.38,0,2,0,0.27,0.05704697986577181,606.71,33,1.0,10.0,3.0,2.0
0.38,0,1,0,0.23,0.02181208053691275,538.56,11,1.0,17.0,6.0,3.0
0.38,2,2,0,0.22,0.04194630872483222,720.4,23,1.0,16.0,9.0,2.0
0.37,4,2,1,0.25,0.03355704697986577,527.98,16,0.0,15.0,5.0,5.0
0.37,0,2,1,0.2,0.031879194630872486,663.61,18,1.0,15.0,5.0,4.0
0.37,0,1,1,0.18,0.04697986577181208,609.91,28,1.0,17.0,5.0,4.0
0.37,2,2,1,0.27,0.008389261744966443,429.97,4,0.0,16.0,11.0,4.0
0.36,1,1,0,0.28,0.050335570469798654,452.24,30,1.0,11.0,8.0,2.0
0.36,0,3,5,0.24,0.0436241610738255,583.93,25,1.0,18.0,7.0,7.0
0.36,2,7,4,0.28,0.04697986577181208,764.49,27,1.0,21.0,6.0,5.0
0.36,0,3,2,0.25,0.030201342281879196,751.56,18,0.0,10.0,3.0,2.0
0.35,4,2,1,0.28,0.04530201342281879,581.5,26,1.0,13.0,6.0,1.0
0.35,0,5,0,0.29,0.14261744966442952,587.16,76,2.0,16.0,7.0,3.0
0.35,0,2,1,0.22,0.03523489932885906,406.04,20,0.0,11.0,5.0,1.0
0.35,0,2,0,0.27,0.031879194630872486,438.86,18,6.0,10.0,2.0,5.0
0.35,2,0,0,0.23,0.018456375838926176,884.4,10,0.0,5.0,3.0,0.0
0.34,0,2,1,0.19,0.06375838926174497,537.93,35,0.0,9.0,3.0,3.0
0.34,0,2,0,0.24,0.016778523489932886,445.22,9,2.0,14.0,8.0,0.0
0.34,0,2,1,0.26,0.040268456375838924,409.81,23,0.0,12.0,3.0,2.0
0.34,0,0,1,0.26,0.06208053691275168,712.08,34,0.0,8.0,4.0,2.0
0.33,2,2,2,0.23,0.01174496644295302,604.2,7,0.0,15.0,6.0,2.0
0.33,1,4,3,0.28,0.025167785234899327,892.65,14,1.0,17.0,4.0,5.0
0.33,0,0,0,0.25,0.03355704697986577,580.53,18,0.0,3.0,1.0,0.0
0.33,0,0,1,0.12,0.06879194630872483,678.03,38,4.0,18.0,5.0,1.0
0.32,0,0,0,0.23,0.05704697986577181,660.55,33,0.0,6.0,4.0,0.0
0.32,0,1,1,0.26,0.015100671140939598,693.32,9,1.0,5.0,2.0,2.0
0.32,0,0,1,0.2,0.0738255033557047,362.12,36,0.0,2.0,3.0,1.0
0.32,0,0,1,0.19,0.031879194630872486,526.97,19,3.0,13.0,5.0,1.0
0.32,0,0,0,0.21,0.025167785234899327,425.75,15,0.0,7.0,2.0,1.0
0.31,0,0,0,0.25,0.016778523489932886,699.04,10,0.0,11.0,7.0,1.0
0.31,1,2,4,0.19,0.04865771812080537,528.67,29,1.0,14.0,14.0,7.0
0.31,4,2,1,0.28,0.015100671140939598,387.02,7,4.0,23.0,5.0,1.0
0.31,0,0,1,0.28,0.006711409395973154,331.03,3,0.0,5.0,3.0,1.0
0.3,0,1,2,0.27,0.03691275167785235,613.73,22,0.0,12.0,6.0,3.0
0.3,0,4,2,0.27,0.010067114093959731,328.84,6,5.0,15.0,3.0,7.0
0.3,0,0,0,0.24,0.040268456375838924,548.32,24,0.0,11.0,5.0,0.0
0.3,1,1,0,0.23,0.016778523489932886,235.6,7,0.0,17.0,4.0,1.0
0.29,0,0,0,0.32,0.03355704697986577,516.3,19,0.0,2.0,0.0,0.0
0.29,1,3,0,0.16,0.04194630872483222,693.17,22,2.0,18.0,3.0,1.0
0.29,0,2,2,0.29,0.025167785234899327,840.86,15,0.0,15.0,4.0,5.0
0.29,1,1,0,0.25,0.02348993288590604,320.24,14,1.0,17.0,5.0,2.0
0.29,0,0,3,0.26,0.016778523489932886,366.31,7,0.0,9.0,6.0,3.0
0.28,0,0,0,0.18,0.025167785234899327,743.52,15,0.0,12.0,5.0,0.0
0.28,1,2,0,0.27,0.020134228187919462,599.29,12,2.0,54.0,18.0,3.0
0.28,0,0,1,0.29,0.02181208053691275,306.89,11,0.0,11.0,7.0,1.0
0.28,0,1,1,0.2,0.026845637583892617,563.33,16,0.0,12.0,2.0,1.0
0.27,0,0,0,0.19,0.016778523489932886,558.42,9,2.0,8.0,3.0,0.0
0.27,2,0,0,0.23,0.016778523489932886,535.76,8,0.0,25.0,5.0,0.0
0.27,0,0,0,0.19,0.0587248322147651,497.26,33,0.0,5.0,4.0,0.0
0.27,1,0,1,0.21,0.03691275167785235,516.8,21,0.0,12.0,7.0,1.0
0.26,2,1,0,0.18,0.03691275167785235,396.67,19,2.0,23.0,5.0,2.0
0.26,0,1,1,0.25,0.015100671140939598,663.29,9,3.0,4.0,2.0,2.0
0.26,0,2,1,0.23,0.03355704697986577,478.96,18,0.0,12.0,3.0,3.0
0.26,0,1,0,0.27,0.016778523489932886,195.66,9,0.0,12.0,5.0,0.0
0.26,2,4,1,0.29,0.013422818791946308,570.24,5,4.0,28.0,13.0,2.0
0.25,0,0,0,0.27,0.053691275167785234,580.43,31,0.0,20.0,4.0,1.0
0.25,0,0,0,0.21,0.02348993288590604,528.99,10,4.0,6.0,2.0,0.0
0.25,0,0,3,0.21,0.01174496644295302,1087.48,7,0.0,31.0,9.0,3.0
0.25,0,0,0,0.19,0.031879194630872486,846.73,18,0.0,13.0,6.0,0.0
0.24,0,0,0,0.14,0.04194630872483222,511.82,22,0.0,8.0,3.0,0.0
0.24,0,0,0,0.23,0.04697986577181208,798.43,27,0.0,5.0,4.0,0.0
0.24,0,0,0,0.23,0.08892617449664429,561.63,53,0.0,17.0,6.0,0.0
0.24,0,1,0,0.21,0.003355704697986577,1262.89,2,1.0,5.0,4.0,1.0
0.23,0,0,1,0.26,0.040268456375838924,722.3,23,0.0,2.0,2.0,1.0
0.23,2,0,2,0.16,0.050335570469798654,727.58,30,3.0,12.0,6.0,5.0
0.23,0,1,1,0.21,0.0587248322147651,671.52,35,0.0,3.0,2.0,1.0
0.23,3,0,1,0.15,0.05704697986577181,563.33,34,0.0,16.0,7.0,2.0
0.23,0,1,0,0.22,0.04530201342281879,559.87,26,2.0,7.0,1.0,2.0
0.22,0,0,2,0.19,0.05704697986577181,582.6,32,0.0,14.0,9.0,2.0
0.22,0,0,0,0.22,0.04194630872483222,417.93,24,8.0,19.0,2.0,1.0
0.22,0,0,2,0.14,0.0738255033557047,533.7,44,0.0,10.0,5.0,2.0
0.22,0,1,0,0.18,0.003355704697986577,1262.89,2,0.0,1.0,0.0,0.0
0.21,0,0,1,0.09,0.030201342281879196,815.05,16,0.0,9.0,2.0,1.0
0.21,0,1,0,0.17,0.003355704697986577,1262.89,2,3.0,6.0,1.0,3.0
0.21,0,0,0,0.17,0.03859060402684564,708.08,21,0.0,10.0,2.0,0.0
0.21,0,0,1,0.19,0.003355704697986577,1262.89,2,4.0,6.0,2.0,2.0
0.2,2,0,0,0.18,0.026845637583892617,888.26,16,0.0,7.0,3.0,0.0
0.2,0,0,1,0.13,0.003355704697986577,1262.89,2,0.0,6.0,2.0,2.0
0.2,0,0,0,0.12,0.0436241610738255,642.04,23,0.0,5.0,2.0,1.0
0.2,0,0,0,0.19,0.003355704697986577,1262.89,2,1.0,9.0,0.0,0.0
0.19,2,5,1,0.11,0.026845637583892617,885.75,16,1.0,20.0,7.0,3.0
0.19,2,2,0,0.18,0.003355704697986577,1262.89,2,1.0,12.0,7.0,1.0
0.19,0,1,0,0.21,0.040268456375838924,646.05,21,1.0,14.0,3.0,2.0
0.19,0,0,1,0.15,0.031879194630872486,943.49,19,0.0,5.0,2.0,1.0
0.19,0,0,1,0.2,0.003355704697986577,1262.89,2,0.0,13.0,5.0,1.0
0.18,0,2,0,0.21,0.026845637583892617,853.31,15,2.0,4.0,3.0,0.0
0.18,2,0,1,0.21,0.010067114093959731,636.45,6,4.0,5.0,3.0,1.0
0.18,2,0,1,0.16,0.003355704697986577,1262.89,2,6.0,24.0,4.0,1.0
0.18,0,1,0,0.19,0.016778523489932886,510.66,10,0.0,9.0,2.0,1.0
0.17,0,0,0,0.2,0.010067114093959731,869.26,6,3.0,5.0,0.0,0.0
0.17,0,1,1,0.2,0.013422818791946308,811.38,8,0.0,10.0,5.0,3.0
0.17,2,3,3,0.14,0.02348993288590604,615.6,14,0.0,11.0,8.0,5.0
0.17,2,1,0,0.27,0.04530201342281879,698.87,25,1.0,16.0,5.0,1.0
0.16,6,3,0,0.2,0.025167785234899327,618.92,15,2.0,28.0,11.0,3.0
0.16,0,0,0,0.22,0.018456375838926176,426.45,11,0.0,1.0,0.0,0.0
0.16,2,2,1,0.18,0.030201342281879196,511.21,15,1.0,12.0,7.0,2.0
0.16,0,2,1,0.18,0.04530201342281879,632.26,25,2.0,19.0,5.0,2.0
0.16,2,2,0,0.2,0.050335570469798654,610.94,28,2.0,19.0,6.0,1.0
0.15,2,4,3,0.2,0.028523489932885907,423.52,17,0.0,20.0,7.0,5.0
0.15,2,3,2,0.24,0.05201342281879195,554.55,27,2.0,19.0,5.0,2.0
0.15,0,1,2,0.25,0.04530201342281879,630.16,22,0.0,17.0,10.0,3.0
0.15,0,0,2,0.3,0.015100671140939598,603.17,7,0.0,11.0,5.0,2.0
0.14,3,1,2,0.3,0.03691275167785235,679.98,20,2.0,24.0,11.0,4.0
0.14,0,0,0,0.27,0.03691275167785235,503.33,21,0.0,1.0,0.0,0.0
0.14,0,1,1,0.18,0.010067114093959731,1050.64,6,0.0,10.0,6.0,2.0
0.14,0,0,0,0.15,0.03691275167785235,617.61,22,0.0,1.0,0.0,0.0
0.13,4,2,1,0.18,0.030201342281879196,668.98,17,1.0,11.0,7.0,1.0
0.13,0,0,0,0.21,0.0016778523489932886,683.78,1,0.0,1.0,0.0,0.0
0.13,0,1,0,0.18,0.040268456375838924,334.5,22,0.0,8.0,5.0,2.0
0.13,0,0,0,0.13,0.04194630872483222,645.87,22,0.0,1.0,0.0,0.0
0.13,4,2,1,0.18,0.040268456375838924,572.15,22,1.0,12.0,7.0,2.0
0.12,0,0,0,0.14,0.028523489932885907,855.68,17,0.0,1.0,0.0,0.0
0.12,0,1,0,0.18,0.04194630872483222,706.55,20,0.0,9.0,5.0,2.0
0.12,0,0,0,0.15,0.030201342281879196,648.97,16,0.0,1.0,0.0,0.0
0.12,4,2,1,0.18,0.020134228187919462,376.8,8,0.0,12.0,8.0,3.0
0.11,0,1,0,0.17,0.0016778523489932886,120.4,1,0.0,11.0,5.0,2.0
0.11,0,0,0,0.12,0.1644295302013423,460.57,87,0.0,1.0,0.0,0.0
0.11,2,1,1,0.18,0.07550335570469799,381.34,38,0.0,9.0,6.0,3.0
0.11,2,0,0,0.14,0.2516778523489933,307.18,84,0.0,2.0,1.0,0.0
0.1,0,0,0,0.21,0.03355704697986577,1040.14,20,0.0,1.0,0.0,0.0
0.1,0,2,1,0.18,0.030201342281879196,769.93,17,0.0,7.0,3.0,2.0
0.1,0,0,0,0.11,0.020134228187919462,874.65,11,0.0,2.0,1.0,0.0
0.1,1,1,0,0.2,0.025167785234899327,519.9,12,0.0,6.0,1.0,2.0
0.1,0,1,0,0.13,0.013422818791946308,255.9,6,1.0,10.0,1.0,1.0
0.09,0,2,0,0.26,0.01174496644295302,125.15,5,0.0,20.0,5.0,1.0
0.09,0,1,0,0.25,0.0050335570469798654,343.13,3,0.0,1.0,0.0,0.0
0.09,0,2,1,0.09,0.010067114093959731,636.7,5,0.0,9.0,4.0,3.0
0.09,0,0,0,0.22,0.03691275167785235,489.53,22,0.0,7.0,3.0,1.0
0.08,2,0,0,0.2,0.0050335570469798654,741.47,3,0.0,10.0,6.0,1.0
0.08,0,0,1,0.13,0.020134228187919462,427.37,11,0.0,19.0,8.0,2.0
0.08,2,0,0,0.18,0.016778523489932886,359.42,9,1.0,21.0,8.0,1.0
0.08,0,0,1,0.19,0.018456375838926176,475.21,10,0.0,8.0,3.0,4.0
0.07,0,1,1,0.16,0.08389261744966443,348.15,45,7.0,27.0,6.0,2.0
0.07,0,1,0,0.18,0.030201342281879196,493.09,18,5.0,22.0,2.0,7.0
0.07,0,0,1,0.01,0.03523489932885906,306.85,17,0.0,0.0,0.0,1.0
0.07,0,0,0,0.19,0.015100671140939598,702.23,9,0.0,4.0,3.0,1.0
0.06,0,1,0,0.09,0.02348993288590604,461.97,12,0.0,13.0,6.0,2.0
0.06,4,6,2,0.26,0.018456375838926176,276.89,7,0.0,18.0,3.0,2.0
0.06,0,0,0,0.22,0.04697986577181208,553.01,28,0.0,2.0,1.0,0.0
0.06,2,5,3,0.26,0.02348993288590604,340.04,14,1.0,18.0,4.0,7.0
0.06,2,3,0,0.22,0.030201342281879196,300.97,17,1.0,16.0,2.0,0.0
0.05,0,0,0,0.21,0.06040268456375839,350.22,33,0.0,1.0,0.0,0.0
0.05,0,5,1,0.25,0.05536912751677853,402.64,31,3.0,16.0,4.0,5.0
0.05,0,1,2,0.13,0.03859060402684564,465.93,22,1.0,16.0,5.0,4.0
0.05,1,3,3,0.22,0.040268456375838924,585.11,22,1.0,18.0,3.0,8.0
0.04,0,0,0,0.23,0.04194630872483222,431.94,22,0.0,9.0,6.0,1.0
0.04,2,1,1,0.21,0.03691275167785235,430.46,19,0.0,11.0,8.0,1.0
0.04,0,0,0,0.17,0.03691275167785235,319.81,17,0.0,10.0,6.0,2.0
0.04,0,0,0,0.24,0.03859060402684564,386.06,20,0.0,7.0,3.0,1.0
0.03,1,0,0,0.23,0.020134228187919462,806.74,12,0.0,0.0,1.0,0.0
0.03,1,0,4,0.27,0.02348993288590604,345.35,11,0.0,56.0,16.0,4.0
0.03,1,0,0,0.11,0.010067114093959731,491.47,6,0.0,27.0,13.0,0.0
0.03,1,78,8,0.29,0.03355704697986577,551.2,18,102.0,133.0,6.0,84.0
0.03,0,0,0,0.25,0.030201342281879196,439.17,16,0.0,10.0,5.0,0.0
0.02,0,0,1,0.26,0.02348993288590604,402.81,13,0.0,0.0,0.0,1.0
0.02,2,4,0,0.31,0.028523489932885907,254.08,13,3.0,11.0,4.0,0.0
0.02,0,0,0,0.05,0.02181208053691275,268.18,10,1.0,6.0,4.0,0.0
0.02,0,0,2,0.23,0.018456375838926176,457.14,9,0.0,9.0,2.0,5.0
0.01,0,0,1,0.25,0.018456375838926176,631.99,11,1.0,4.0,1.0,2.0
0.01,0,0,0,0.24,0.03523489932885906,521.96,18,0.0,3.0,1.0,0.0
0.01,0,0,1,0.26,0.025167785234899327,361.48,12,0.0,3.0,1.0,2.0
0.01,0,0,0,0.14,0.02181208053691275,361.08,11,1.0,4.0,2.0,0.0
0.0,0,0,0,0.14,0.016778523489932886,308.0,8,2.0,17.0,3.0,3.0
0.0,0,0,0,0.2,0.025167785234899327,411.11,13,0.0,1.0,1.0,0.0
1.0,0,1,0,0.28,0.013422818791946308,133.6,5,0.0,5.0,2.0,3.0
0.5,0,0,0,0.14,0.02348993288590604,298.18,10,1.0,8.0,2.0,1.0
1.0,0,0,0,0.13,0.013422818791946308,350.79,7,0.0,7.0,5.0,0.0
1.0,2,2,3,0.25,0.028523489932885907,305.46,14,1.0,37.0,14.0,9.0
1.0,0,0,2,0.28,0.040268456375838924,333.56,21,0.0,12.0,4.0,3.0
1.0,0,0,2,0.28,0.025167785234899327,381.72,14,0.0,10.0,6.0,6.0
1.0,0,1,2,0.3,0.018456375838926176,625.16,10,0.0,6.0,2.0,2.0
1.0,0,1,0,0.22,0.010067114093959731,857.38,5,1.0,7.0,7.0,0.0
1.0,0,1,0,0.28,0.03691275167785235,530.56,16,0.0,4.0,4.0,0.0
